question,intent,answer
 ازاي اعرف اني علي العداد الصحيح يا برنس؟,Inquiries_and_suggestions_service_(electricity)_(electricity_platform),"{'custom': {'Answer': 'خدمة الاستفسارات والمقترحات (الكهرباء)\n \n\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/tickets/add\n \nالمستندات المطلوبة :ارفاق صور\n \nالمتطلبات :اسم مقدم الطلب\nالرقم القومي\nرقم التواصل\nالبريد الالكتروني\nنوع التذكرة\nمضمون التذكرة\nإرفاق ملفات', 'Name': 'خدمة الاستفسارات والمقترحات (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ازاي اقدر اشتكي علي الكهربا يا زميل؟,Inquiries_and_suggestions_service_(electricity)_(electricity_platform),"{'custom': {'Answer': 'خدمة الاستفسارات والمقترحات (الكهرباء)\n \n\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/tickets/add\n \nالمستندات المطلوبة :ارفاق صور\n \nالمتطلبات :اسم مقدم الطلب\nالرقم القومي\nرقم التواصل\nالبريد الالكتروني\nنوع التذكرة\nمضمون التذكرة\nإرفاق ملفات', 'Name': 'خدمة الاستفسارات والمقترحات (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ازاي اعرف اني مش متعرضش لسرقة الكهربا يا حبيبي؟,Inquiries_and_suggestions_service_(electricity)_(electricity_platform),"{'custom': {'Answer': 'خدمة الاستفسارات والمقترحات (الكهرباء)\n \n\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/tickets/add\n \nالمستندات المطلوبة :ارفاق صور\n \nالمتطلبات :اسم مقدم الطلب\nالرقم القومي\nرقم التواصل\nالبريد الالكتروني\nنوع التذكرة\nمضمون التذكرة\nإرفاق ملفات', 'Name': 'خدمة الاستفسارات والمقترحات (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ازاي اعرف اني مش متعرضش للغرامات يا غالي؟,Inquiries_and_suggestions_service_(electricity)_(electricity_platform),"{'custom': {'Answer': 'خدمة الاستفسارات والمقترحات (الكهرباء)\n \n\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/tickets/add\n \nالمستندات المطلوبة :ارفاق صور\n \nالمتطلبات :اسم مقدم الطلب\nالرقم القومي\nرقم التواصل\nالبريد الالكتروني\nنوع التذكرة\nمضمون التذكرة\nإرفاق ملفات', 'Name': 'خدمة الاستفسارات والمقترحات (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ازاي اعرف اني مش متعرضش للقطع يا حلو؟,Inquiries_and_suggestions_service_(electricity)_(electricity_platform),"{'custom': {'Answer': 'خدمة الاستفسارات والمقترحات (الكهرباء)\n \n\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/tickets/add\n \nالمستندات المطلوبة :ارفاق صور\n \nالمتطلبات :اسم مقدم الطلب\nالرقم القومي\nرقم التواصل\nالبريد الالكتروني\nنوع التذكرة\nمضمون التذكرة\nإرفاق ملفات', 'Name': 'خدمة الاستفسارات والمقترحات (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ازاي اعرف اني مش متعرضش للتلاعب في العداد يا حبي؟,Inquiries_and_suggestions_service_(electricity)_(electricity_platform),"{'custom': {'Answer': 'خدمة الاستفسارات والمقترحات (الكهرباء)\n \n\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/tickets/add\n \nالمستندات المطلوبة :ارفاق صور\n \nالمتطلبات :اسم مقدم الطلب\nالرقم القومي\nرقم التواصل\nالبريد الالكتروني\nنوع التذكرة\nمضمون التذكرة\nإرفاق ملفات', 'Name': 'خدمة الاستفسارات والمقترحات (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ازاي اقدر اعرف قيمة الفاتورة يا غالي؟,Inquiries_and_suggestions_service_(electricity)_(electricity_platform),"{'custom': {'Answer': 'خدمة الاستفسارات والمقترحات (الكهرباء)\n \n\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/tickets/add\n \nالمستندات المطلوبة :ارفاق صور\n \nالمتطلبات :اسم مقدم الطلب\nالرقم القومي\nرقم التواصل\nالبريد الالكتروني\nنوع التذكرة\nمضمون التذكرة\nإرفاق ملفات', 'Name': 'خدمة الاستفسارات والمقترحات (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ازاي اعرف اني مش متعرضش للتحويلات الغير قانونية يا حبيبي؟,Inquiries_and_suggestions_service_(electricity)_(electricity_platform),"{'custom': {'Answer': 'خدمة الاستفسارات والمقترحات (الكهرباء)\n \n\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/tickets/add\n \nالمستندات المطلوبة :ارفاق صور\n \nالمتطلبات :اسم مقدم الطلب\nالرقم القومي\nرقم التواصل\nالبريد الالكتروني\nنوع التذكرة\nمضمون التذكرة\nإرفاق ملفات', 'Name': 'خدمة الاستفسارات والمقترحات (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ازاي اعرف اني مش متعرضش للتأخير في الفاتورة يا برنس؟,Inquiries_and_suggestions_service_(electricity)_(electricity_platform),"{'custom': {'Answer': 'خدمة الاستفسارات والمقترحات (الكهرباء)\n \n\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/tickets/add\n \nالمستندات المطلوبة :ارفاق صور\n \nالمتطلبات :اسم مقدم الطلب\nالرقم القومي\nرقم التواصل\nالبريد الالكتروني\nنوع التذكرة\nمضمون التذكرة\nإرفاق ملفات', 'Name': 'خدمة الاستفسارات والمقترحات (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ازاي اعرف اني مش متعرضش للتعديلات الغير مبررة في الفاتورة يا زميل؟,Inquiries_and_suggestions_service_(electricity)_(electricity_platform),"{'custom': {'Answer': 'خدمة الاستفسارات والمقترحات (الكهرباء)\n \n\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/tickets/add\n \nالمستندات المطلوبة :ارفاق صور\n \nالمتطلبات :اسم مقدم الطلب\nالرقم القومي\nرقم التواصل\nالبريد الالكتروني\nنوع التذكرة\nمضمون التذكرة\nإرفاق ملفات', 'Name': 'خدمة الاستفسارات والمقترحات (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 خدمة الاستفسارات والمقترحات في الكهرباء,Inquiries_and_suggestions_service_(electricity)_(electricity_platform),"{'custom': {'Answer': 'خدمة الاستفسارات والمقترحات (الكهرباء)\n \n\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/tickets/add\n \nالمستندات المطلوبة :ارفاق صور\n \nالمتطلبات :اسم مقدم الطلب\nالرقم القومي\nرقم التواصل\nالبريد الالكتروني\nنوع التذكرة\nمضمون التذكرة\nإرفاق ملفات', 'Name': 'خدمة الاستفسارات والمقترحات (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 كيف اعرف فاتورة الكهرباء؟,Inquiry_about_(electricity)_bills_(electricity_platform),"{'custom': {'Answer': 'استعلام عن فواتير (الكهرباء)\n \nيمكنك من خلال هذه الخدمة الاستعلام عن الفواتير الخاصه بك\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/PBI/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :العداد', 'Name': 'استعلام عن فواتير (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 كيفية الاستعلام عن فاتورة الكهرباء,Inquiry_about_(electricity)_bills_(electricity_platform),"{'custom': {'Answer': 'استعلام عن فواتير (الكهرباء)\n \nيمكنك من خلال هذه الخدمة الاستعلام عن الفواتير الخاصه بك\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/PBI/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :العداد', 'Name': 'استعلام عن فواتير (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 كيف يمكنني الاستعلام عن فواتير الكهرباء؟,Inquiry_about_(electricity)_bills_(electricity_platform),"{'custom': {'Answer': 'استعلام عن فواتير (الكهرباء)\n \nيمكنك من خلال هذه الخدمة الاستعلام عن الفواتير الخاصه بك\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/PBI/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :العداد', 'Name': 'استعلام عن فواتير (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ما هي الطريقة المثلى للاستعلام عن فواتير الكهرباء؟,Inquiry_about_(electricity)_bills_(electricity_platform),"{'custom': {'Answer': 'استعلام عن فواتير (الكهرباء)\n \nيمكنك من خلال هذه الخدمة الاستعلام عن الفواتير الخاصه بك\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/PBI/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :العداد', 'Name': 'استعلام عن فواتير (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل يمكنني الاستعلام عن فواتير الكهرباء عبر الإنترنت؟,Inquiry_about_(electricity)_bills_(electricity_platform),"{'custom': {'Answer': 'استعلام عن فواتير (الكهرباء)\n \nيمكنك من خلال هذه الخدمة الاستعلام عن الفواتير الخاصه بك\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/PBI/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :العداد', 'Name': 'استعلام عن فواتير (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ما هي الخطوات اللازمة للاستعلام عن فواتير الكهرباء؟,Inquiry_about_(electricity)_bills_(electricity_platform),"{'custom': {'Answer': 'استعلام عن فواتير (الكهرباء)\n \nيمكنك من خلال هذه الخدمة الاستعلام عن الفواتير الخاصه بك\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/PBI/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :العداد', 'Name': 'استعلام عن فواتير (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل يمكنني الاستعلام عن فواتير الكهرباء عن طريق الهاتف؟,Inquiry_about_(electricity)_bills_(electricity_platform),"{'custom': {'Answer': 'استعلام عن فواتير (الكهرباء)\n \nيمكنك من خلال هذه الخدمة الاستعلام عن الفواتير الخاصه بك\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/PBI/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :العداد', 'Name': 'استعلام عن فواتير (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ما هي الوثائق المطلوبة للاستعلام عن فواتير الكهرباء؟,Inquiry_about_(electricity)_bills_(electricity_platform),"{'custom': {'Answer': 'استعلام عن فواتير (الكهرباء)\n \nيمكنك من خلال هذه الخدمة الاستعلام عن الفواتير الخاصه بك\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/PBI/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :العداد', 'Name': 'استعلام عن فواتير (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل يمكنني الاستعلام عن فواتير الكهرباء في أي وقت؟,Inquiry_about_(electricity)_bills_(electricity_platform),"{'custom': {'Answer': 'استعلام عن فواتير (الكهرباء)\n \nيمكنك من خلال هذه الخدمة الاستعلام عن الفواتير الخاصه بك\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/PBI/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :العداد', 'Name': 'استعلام عن فواتير (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ما هي الخدمات المتاحة للاستعلام عن فواتير الكهرباء؟,Inquiry_about_(electricity)_bills_(electricity_platform),"{'custom': {'Answer': 'استعلام عن فواتير (الكهرباء)\n \nيمكنك من خلال هذه الخدمة الاستعلام عن الفواتير الخاصه بك\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/PBI/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :العداد', 'Name': 'استعلام عن فواتير (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل يمكنني الاستعلام عن فواتير الكهرباء عن طريق تطبيق الجوال؟,Inquiry_about_(electricity)_bills_(electricity_platform),"{'custom': {'Answer': 'استعلام عن فواتير (الكهرباء)\n \nيمكنك من خلال هذه الخدمة الاستعلام عن الفواتير الخاصه بك\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/PBI/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :العداد', 'Name': 'استعلام عن فواتير (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ما هي الرسوم المترتبة عن الاستعلام عن فواتير الكهرباء؟,Inquiry_about_(electricity)_bills_(electricity_platform),"{'custom': {'Answer': 'استعلام عن فواتير (الكهرباء)\n \nيمكنك من خلال هذه الخدمة الاستعلام عن الفواتير الخاصه بك\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/PBI/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :العداد', 'Name': 'استعلام عن فواتير (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ازاي اعرف فواتير الكهربا بتاعتي؟,Inquiry_about_(electricity)_bills_(electricity_platform),"{'custom': {'Answer': 'استعلام عن فواتير (الكهرباء)\n \nيمكنك من خلال هذه الخدمة الاستعلام عن الفواتير الخاصه بك\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/PBI/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :العداد', 'Name': 'استعلام عن فواتير (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 فواتير الكهربا بتاعتي ازاي اشوفها؟,Inquiry_about_(electricity)_bills_(electricity_platform),"{'custom': {'Answer': 'استعلام عن فواتير (الكهرباء)\n \nيمكنك من خلال هذه الخدمة الاستعلام عن الفواتير الخاصه بك\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/PBI/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :العداد', 'Name': 'استعلام عن فواتير (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ايه الحكاية اللي بتخليني اشوف فواتير الكهربا؟,Inquiry_about_(electricity)_bills_(electricity_platform),"{'custom': {'Answer': 'استعلام عن فواتير (الكهرباء)\n \nيمكنك من خلال هذه الخدمة الاستعلام عن الفواتير الخاصه بك\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/PBI/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :العداد', 'Name': 'استعلام عن فواتير (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ازاي اعرف فواتير الكهربا بالتفصيل؟,Inquiry_about_(electricity)_bills_(electricity_platform),"{'custom': {'Answer': 'استعلام عن فواتير (الكهرباء)\n \nيمكنك من خلال هذه الخدمة الاستعلام عن الفواتير الخاصه بك\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/PBI/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :العداد', 'Name': 'استعلام عن فواتير (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 فواتير الكهربا بتاعتي ازاي ادفعها؟,Inquiry_about_(electricity)_bills_(electricity_platform),"{'custom': {'Answer': 'استعلام عن فواتير (الكهرباء)\n \nيمكنك من خلال هذه الخدمة الاستعلام عن الفواتير الخاصه بك\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/PBI/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :العداد', 'Name': 'استعلام عن فواتير (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ازاي اشوف فواتير الكهربا بالموبايل؟,Inquiry_about_(electricity)_bills_(electricity_platform),"{'custom': {'Answer': 'استعلام عن فواتير (الكهرباء)\n \nيمكنك من خلال هذه الخدمة الاستعلام عن الفواتير الخاصه بك\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/PBI/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :العداد', 'Name': 'استعلام عن فواتير (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 فواتير الكهربا بتاعتي ازاي ادفعها اونلاين؟,Inquiry_about_(electricity)_bills_(electricity_platform),"{'custom': {'Answer': 'استعلام عن فواتير (الكهرباء)\n \nيمكنك من خلال هذه الخدمة الاستعلام عن الفواتير الخاصه بك\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/PBI/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :العداد', 'Name': 'استعلام عن فواتير (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ازاي اشوف فواتير الكهربا بالانترنت؟,Inquiry_about_(electricity)_bills_(electricity_platform),"{'custom': {'Answer': 'استعلام عن فواتير (الكهرباء)\n \nيمكنك من خلال هذه الخدمة الاستعلام عن الفواتير الخاصه بك\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/PBI/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :العداد', 'Name': 'استعلام عن فواتير (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 فواتير الكهربا بتاعتي ازاي اعرف اذا كانت مدفوعة او لا؟,Inquiry_about_(electricity)_bills_(electricity_platform),"{'custom': {'Answer': 'استعلام عن فواتير (الكهرباء)\n \nيمكنك من خلال هذه الخدمة الاستعلام عن الفواتير الخاصه بك\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/PBI/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :العداد', 'Name': 'استعلام عن فواتير (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ازاي اشوف فواتير الكهربا بالتليفون؟,Inquiry_about_(electricity)_bills_(electricity_platform),"{'custom': {'Answer': 'استعلام عن فواتير (الكهرباء)\n \nيمكنك من خلال هذه الخدمة الاستعلام عن الفواتير الخاصه بك\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/PBI/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :العداد', 'Name': 'استعلام عن فواتير (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 استعلام عن فواتير في الكهرباء,Inquiry_about_(electricity)_bills_(electricity_platform),"{'custom': {'Answer': 'استعلام عن فواتير (الكهرباء)\n \nيمكنك من خلال هذه الخدمة الاستعلام عن الفواتير الخاصه بك\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/PBI/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :العداد', 'Name': 'استعلام عن فواتير (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 كيف يمكنني حساب فاتورة الكهرباء؟,Calculate_your_bill_(electricity)_(electricity_platform),"{'custom': {'Answer': 'احسب فاتورتك (الكهرباء)\n \n\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CCC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع النشاط\nكمية الاستهلاك', 'Name': 'احسب فاتورتك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ما هي الطريقة الصحيحة لحساب فاتورة الكهرباء؟,Calculate_your_bill_(electricity)_(electricity_platform),"{'custom': {'Answer': 'احسب فاتورتك (الكهرباء)\n \n\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CCC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع النشاط\nكمية الاستهلاك', 'Name': 'احسب فاتورتك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل يمكنكم مساعدتي في حساب فاتورة الكهرباء؟,Calculate_your_bill_(electricity)_(electricity_platform),"{'custom': {'Answer': 'احسب فاتورتك (الكهرباء)\n \n\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CCC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع النشاط\nكمية الاستهلاك', 'Name': 'احسب فاتورتك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ما هي الخطوات اللازمة لحساب فاتورة الكهرباء؟,Calculate_your_bill_(electricity)_(electricity_platform),"{'custom': {'Answer': 'احسب فاتورتك (الكهرباء)\n \n\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CCC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع النشاط\nكمية الاستهلاك', 'Name': 'احسب فاتورتك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل يوجد دليل لحساب فاتورة الكهرباء؟,Calculate_your_bill_(electricity)_(electricity_platform),"{'custom': {'Answer': 'احسب فاتورتك (الكهرباء)\n \n\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CCC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع النشاط\nكمية الاستهلاك', 'Name': 'احسب فاتورتك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 كيف يمكنني معرفة قيمة فاتورة الكهرباء؟,Calculate_your_bill_(electricity)_(electricity_platform),"{'custom': {'Answer': 'احسب فاتورتك (الكهرباء)\n \n\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CCC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع النشاط\nكمية الاستهلاك', 'Name': 'احسب فاتورتك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل يمكنني حساب فاتورة الكهرباء عبر الإنترنت؟,Calculate_your_bill_(electricity)_(electricity_platform),"{'custom': {'Answer': 'احسب فاتورتك (الكهرباء)\n \n\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CCC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع النشاط\nكمية الاستهلاك', 'Name': 'احسب فاتورتك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ما هي المعلومات المطلوبة لحساب فاتورة الكهرباء؟,Calculate_your_bill_(electricity)_(electricity_platform),"{'custom': {'Answer': 'احسب فاتورتك (الكهرباء)\n \n\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CCC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع النشاط\nكمية الاستهلاك', 'Name': 'احسب فاتورتك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل يمكنني حساب فاتورة الكهرباء بدون فاتورة سابقة؟,Calculate_your_bill_(electricity)_(electricity_platform),"{'custom': {'Answer': 'احسب فاتورتك (الكهرباء)\n \n\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CCC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع النشاط\nكمية الاستهلاك', 'Name': 'احسب فاتورتك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ما هي الأدوات المتاحة لحساب فاتورة الكهرباء؟,Calculate_your_bill_(electricity)_(electricity_platform),"{'custom': {'Answer': 'احسب فاتورتك (الكهرباء)\n \n\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CCC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع النشاط\nكمية الاستهلاك', 'Name': 'احسب فاتورتك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ازاي اعرف فاتورتي في الكهربا؟,Calculate_your_bill_(electricity)_(electricity_platform),"{'custom': {'Answer': 'احسب فاتورتك (الكهرباء)\n \n\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CCC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع النشاط\nكمية الاستهلاك', 'Name': 'احسب فاتورتك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 فاتورة الكهربا بتتحسب ازاي؟,Calculate_your_bill_(electricity)_(electricity_platform),"{'custom': {'Answer': 'احسب فاتورتك (الكهرباء)\n \n\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CCC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع النشاط\nكمية الاستهلاك', 'Name': 'احسب فاتورتك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ممكن تساعدني اعرف فاتورتي في الكهربا؟,Calculate_your_bill_(electricity)_(electricity_platform),"{'custom': {'Answer': 'احسب فاتورتك (الكهرباء)\n \n\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CCC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع النشاط\nكمية الاستهلاك', 'Name': 'احسب فاتورتك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ازاي احسب فاتورة الكهربا بالتفصيل؟,Calculate_your_bill_(electricity)_(electricity_platform),"{'custom': {'Answer': 'احسب فاتورتك (الكهرباء)\n \n\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CCC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع النشاط\nكمية الاستهلاك', 'Name': 'احسب فاتورتك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 فيه حد هنا يقدر يفهمني ازاي احسب فاتورة الكهربا؟,Calculate_your_bill_(electricity)_(electricity_platform),"{'custom': {'Answer': 'احسب فاتورتك (الكهرباء)\n \n\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CCC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع النشاط\nكمية الاستهلاك', 'Name': 'احسب فاتورتك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ازاي اقدر اعرف قيمة فاتورة الكهربا؟,Calculate_your_bill_(electricity)_(electricity_platform),"{'custom': {'Answer': 'احسب فاتورتك (الكهرباء)\n \n\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CCC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع النشاط\nكمية الاستهلاك', 'Name': 'احسب فاتورتك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل يمكنني احسب فاتورة الكهربا من خلال النت؟,Calculate_your_bill_(electricity)_(electricity_platform),"{'custom': {'Answer': 'احسب فاتورتك (الكهرباء)\n \n\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CCC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع النشاط\nكمية الاستهلاك', 'Name': 'احسب فاتورتك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ايه هي المعلومات اللي لازم اعرفها عشان احسب فاتورة الكهربا؟,Calculate_your_bill_(electricity)_(electricity_platform),"{'custom': {'Answer': 'احسب فاتورتك (الكهرباء)\n \n\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CCC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع النشاط\nكمية الاستهلاك', 'Name': 'احسب فاتورتك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل يمكنني احسب فاتورة الكهربا بدون فاتورة سابقة؟,Calculate_your_bill_(electricity)_(electricity_platform),"{'custom': {'Answer': 'احسب فاتورتك (الكهرباء)\n \n\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CCC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع النشاط\nكمية الاستهلاك', 'Name': 'احسب فاتورتك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 فيه ايه الأدوات اللي ممكن استخدمها عشان احسب فاتورة الكهربا؟,Calculate_your_bill_(electricity)_(electricity_platform),"{'custom': {'Answer': 'احسب فاتورتك (الكهرباء)\n \n\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CCC/add\n \nالمستندات المطلوبة :\n \nالمتطلبات :نوع النشاط\nكمية الاستهلاك', 'Name': 'احسب فاتورتك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
